chr	start	end	TSAR
chr16	67469469	67469748	TSAR.3109
chr16	67579275	67579459	TSAR.2238
chr16	68110530	68110646	TSAR.3155
chr16	68155738	68157060	TSAR.2056
chr16	68224639	68225709	TSAR.3203
chr16	68263905	68264459	TSAR.0753
chr16	68264740	68264969	TSAR.3830
chr16	68265380	68265614	TSAR.1780
chr16	68266268	68266449	TSAR.2027
chr16	68267891	68268016	TSAR.0826
chr16	69194244	69194339	TSAR.4148
chr16	69222009	69222309	TSAR.3088
chr16	69368418	69369258	TSAR.0744
chr16	69370402	69370618	TSAR.1180
chr16	69703710	69704027	TSAR.4355
chr16	69726446	69727528	TSAR.4310
chr16	70564624	70564823	TSAR.4662
chr16	71318069	71319894	TSAR.2662
chr16	71883474	71886363	TSAR.2906
chr16	71901716	71902321	TSAR.3438
chr16	73780039	73780408	TSAR.2510
chr16	74302795	74303027	TSAR.4714
chr16	74524834	74525133	TSAR.2751
chr17	28485	28702	TSAR.0418
chr17	648095	649840	TSAR.0599
chr17	679005	679161	TSAR.3987
chr17	726864	727021	TSAR.3687
chr17	1386140	1386374	TSAR.4711
chr17	1412467	1412663	TSAR.3383
chr17	1417150	1417297	TSAR.1833
chr17	1564892	1565093	TSAR.0837
chr17	1611214	1611540	TSAR.0360
chr17	1629267	1630745	TSAR.1843
chr17	1634339	1634559	TSAR.3249
chr17	1638862	1639017	TSAR.1351
chr17	1843371	1843590	TSAR.1595
chr17	1928113	1928641	TSAR.1236
chr17	1945896	1946398	TSAR.3101
chr17	2077723	2078921	TSAR.4313
chr17	2095821	2096197	TSAR.3067
chr17	2116421	2117314	TSAR.0598
chr17	2201152	2201369	TSAR.4377
chr17	2202196	2203341	TSAR.1919
chr17	2237760	2238193	TSAR.4169
chr17	5319820	5320016	TSAR.1958
chr17	5392169	5392745	TSAR.1243
chr17	7196478	7196948	TSAR.0221
chr17	7198092	7198308	TSAR.2976
chr17	7219411	7219650	TSAR.0741
chr17	7220516	7220692	TSAR.0511
chr17	7221805	7222017	TSAR.1613
chr17	7224071	7224252	TSAR.1636
chr17	7224874	7225109	TSAR.2635
chr17	7225178	7225334	TSAR.1719
chr17	7230751	7231225	TSAR.0187
chr17	7246695	7246892	TSAR.1690
chr17	7247853	7247972	TSAR.0461
chr17	7256138	7256961	TSAR.2450
chr17	7315433	7315751	TSAR.3287
chr17	7365258	7365592	TSAR.4383
chr17	7411567	7411799	TSAR.2457
chr17	7412258	7412514	TSAR.1100
chr17	7637774	7638035	TSAR.1057
chr17	7644109	7644324	TSAR.3966
chr17	7662735	7662930	TSAR.2257
chr17	7678061	7678311	TSAR.2423
chr17	7680758	7680957	TSAR.2900
chr17	7707571	7707786	TSAR.2362
chr17	7735884	7736083	TSAR.3826
chr17	8906951	8907318	TSAR.3805
chr17	9233891	9234509	TSAR.2819
chr17	9349858	9350635	TSAR.1328
chr17	9613249	9613437	TSAR.4757
chr17	10219204	10219344	TSAR.2025
chr17	10351131	10351445	TSAR.3025
chr17	10405077	10405263	TSAR.3609
chr17	10584456	10584573	TSAR.4236
chr17	10596072	10596280	TSAR.0447
chr17	10614069	10614438	TSAR.0759
chr17	10618764	10618916	TSAR.2979
chr17	11282705	11282911	TSAR.0864
chr17	11511442	11511695	TSAR.1996
chr17	11554373	11554645	TSAR.4655
chr17	11556060	11556328	TSAR.0352
chr17	11583054	11583304	TSAR.3140
chr17	15234319	15234903	TSAR.3232
chr17	17891242	17891439	TSAR.1981
chr17	18061028	18061222	TSAR.2847
chr17	18218649	18218735	TSAR.4380
chr17	18874307	18874546	TSAR.4070
chr17	21318647	21319425	TSAR.3193
chr17	26369708	26369976	TSAR.3285
chr17	26370003	26370106	TSAR.3869
chr17	26652525	26652681	TSAR.4125
chr17	26655594	26655821	TSAR.4505
chr17	26708217	26708847	TSAR.1110
chr17	26731629	26732489	TSAR.1488
chr17	26881866	26882087	TSAR.3904
chr17	26887061	26887238	TSAR.3822
chr17	26955261	26955594	TSAR.1798
chr17	26976006	26976326	TSAR.1700
chr17	26982295	26982507	TSAR.4168
chr17	27211137	27211393	TSAR.4707
chr17	27228503	27228768	TSAR.1771
chr17	27371872	27372028	TSAR.4089
chr17	27383178	27383333	TSAR.2096
chr17	27577180	27577326	TSAR.3299
chr17	27588452	27589117	TSAR.2225
chr17	27875976	27876239	TSAR.3202
chr17	27877252	27878011	TSAR.4311
chr17	27957718	27958529	TSAR.1576
chr17	27962981	27963908	TSAR.1575
chr17	28004027	28004905	TSAR.0982
chr17	28417419	28417696	TSAR.4047
chr17	28601048	28601221	TSAR.3800
chr17	28614788	28614967	TSAR.4631
chr17	29130913	29131176	TSAR.4281
chr17	29490169	29490407	TSAR.4073
chr17	29621656	29623555	TSAR.0971
chr17	29687468	29687909	TSAR.1417
chr17	30536248	30536604	TSAR.3656
chr17	30809125	30809368	TSAR.1027
chr17	30814630	30815841	TSAR.3330
chr17	31091889	31092101	TSAR.1415
chr17	31350865	31351050	TSAR.0137
chr17	32907427	32907958	TSAR.0273
chr17	33310017	33310606	TSAR.3758
chr17	33904040	33904621	TSAR.0520
chr17	33935158	33935449	TSAR.2269
chr17	33951404	33951614	TSAR.1339
chr17	33963357	33963557	TSAR.2325
chr17	33977456	33977820	TSAR.0688
chr17	33984612	33984940	TSAR.2287
chr17	34068774	34069147	TSAR.0132
chr17	34161113	34161401	TSAR.1068
chr17	34937752	34937971	TSAR.2597
chr17	34948449	34948594	TSAR.4396
chr17	34951345	34951615	TSAR.0304
chr17	34956380	34956481	TSAR.4501
chr17	35003909	35003964	TSAR.2813
chr17	35011935	35012559	TSAR.1565
chr17	35017560	35018024	TSAR.0343
chr17	35045555	35045993	TSAR.0186
chr17	35048256	35048439	TSAR.3187
chr17	35054721	35055135	TSAR.0830
chr17	35057942	35058620	TSAR.0257
chr17	35088265	35088448	TSAR.0275
chr17	35105578	35106210	TSAR.0067
chr17	35122676	35123077	TSAR.4415
chr17	35148996	35149705	TSAR.1952
chr17	35177661	35178117	TSAR.2658
chr17	35207290	35207483	TSAR.2385
chr17	35226059	35226408	TSAR.2654
chr17	35232970	35233236	TSAR.1506
chr17	35264787	35265172	TSAR.1586
chr17	35466630	35467003	TSAR.2995
chr17	35468283	35468859	TSAR.0180
chr17	35518691	35518979	TSAR.1155
chr17	35581912	35582974	TSAR.3714
chr17	35872255	35873622	TSAR.0108
chr17	35912281	35912670	TSAR.4685
chr17	35913063	35914214	TSAR.2471
chr17	35922251	35922487	TSAR.1725
chr17	35930725	35931005	TSAR.2663
chr17	36523757	36523940	TSAR.4602
chr17	36707382	36707649	TSAR.4025
chr17	36830326	36830869	TSAR.1475
chr17	37006363	37006469	TSAR.2231
chr17	37342197	37342652	TSAR.3418
chr17	37373322	37373446	TSAR.3981
chr17	37374092	37374441	TSAR.4295
chr17	37416890	37417938	TSAR.0439
chr17	37420416	37420665	TSAR.3096
chr17	37441711	37441877	TSAR.0785
chr17	37583948	37584056	TSAR.4779
chr17	37618270	37619375	TSAR.1422
chr17	37627102	37628022	TSAR.0090
chr17	37648986	37649176	TSAR.1829
chr17	37673530	37673817	TSAR.3028
chr17	37725034	37725314	TSAR.0901
chr17	37763795	37763982	TSAR.2406
chr17	37764052	37764324	TSAR.2222
chr17	37818495	37818600	TSAR.4429
chr17	37826177	37826645	TSAR.4022
chr17	37880974	37881168	TSAR.0757
chr17	37900803	37900920	TSAR.4733
chr17	38319731	38320426	TSAR.0992
chr17	38420708	38421413	TSAR.0911
chr17	38430014	38430261	TSAR.3682
chr17	38450179	38450323	TSAR.3459
chr17	38450606	38450764	TSAR.1261
chr17	38457063	38457287	TSAR.3452
chr17	38556116	38556321	TSAR.3242
chr17	38557089	38557370	TSAR.0771
chr17	38564700	38564888	TSAR.1788
chr17	38567850	38568085	TSAR.3151
chr17	38568999	38569236	TSAR.3899
chr17	38572978	38573156	TSAR.0889
chr17	38599640	38599821	TSAR.1677
chr17	38645009	38645251	TSAR.3743
chr17	38792175	38792376	TSAR.3733
chr17	39679993	39680253	TSAR.2140
chr17	39974335	39974540	TSAR.2945
chr17	39988637	39988753	TSAR.4572
chr17	39998030	39998574	TSAR.0660
chr17	40001342	40002009	TSAR.0009
chr17	40004136	40005109	TSAR.0271
chr17	40009398	40011624	TSAR.0064
chr17	40024045	40024172	TSAR.2072
chr17	40141382	40141604	TSAR.1924
chr17	40180057	40180268	TSAR.0589
chr17	40191721	40192349	TSAR.1264
chr17	40192377	40193263	TSAR.0042
chr17	40214796	40215097	TSAR.1262
chr17	40263308	40263520	TSAR.2563
chr17	40265666	40265865	TSAR.3176
chr17	40271549	40271744	TSAR.3230
chr17	40281616	40281782	TSAR.3639
chr17	40476726	40476899	TSAR.4395
chr17	40483479	40483554	TSAR.3110
chr17	40498584	40498735	TSAR.3071
chr17	40612904	40613035	TSAR.1917
chr17	40620003	40620162	TSAR.1076
chr17	40630466	40630668	TSAR.2110
chr17	40826091	40826328	TSAR.4002
chr17	40839735	40840006	TSAR.1839
chr17	40845313	40845561	TSAR.0535
chr17	40849545	40849820	TSAR.3183
chr17	40850632	40850824	TSAR.1754
chr17	40963666	40963828	TSAR.3215
chr17	40965944	40966033	TSAR.4700
chr17	40993487	40993894	TSAR.0930
chr17	40996643	40998237	TSAR.0017
chr17	41108404	41108594	TSAR.2696
chr17	41167642	41167946	TSAR.0900
chr17	41338353	41338480	TSAR.2000
chr17	41341589	41341826	TSAR.3441
chr17	41343378	41343604	TSAR.0866
chr17	41345351	41345665	TSAR.4354
chr17	41584861	41585063	TSAR.4730
chr17	41611213	41611356	TSAR.1944
chr17	41622611	41622848	TSAR.0804
chr17	41760989	41761471	TSAR.0202
chr17	41846862	41847199	TSAR.1680
chr17	42267866	42268375	TSAR.1082
chr17	42472611	42473035	TSAR.1379
chr17	42512424	42512560	TSAR.1810
chr17	42546859	42547534	TSAR.1263
chr17	42743628	42745682	TSAR.0766
chr17	42750629	42751010	TSAR.3391
chr17	42751335	42752256	TSAR.0300
chr17	42881468	42883208	TSAR.0021
chr17	42971768	42971919	TSAR.1246
chr17	42978344	42978540	TSAR.4292
chr17	43008183	43008505	TSAR.2769
chr17	43138602	43139068	TSAR.0962
chr17	43216310	43216533	TSAR.2797
chr17	43324556	43324687	TSAR.3856
chr17	44788302	44788491	TSAR.2599
chr17	44928893	44929086	TSAR.0783
chr17	45681271	45681421	TSAR.1468
chr17	45691001	45691113	TSAR.4628
chr17	45695702	45695831	TSAR.1571
chr17	45730055	45730251	TSAR.1645
chr17	45746994	45747472	TSAR.0644
chr17	45751992	45752157	TSAR.1266
chr17	45771737	45771934	TSAR.1278
chr17	45787838	45788420	TSAR.0388
chr17	45819959	45820132	TSAR.2147
chr17	46127898	46128997	TSAR.0248
chr17	46138139	46138605	TSAR.1597
chr17	46196330	46196558	TSAR.3845
chr17	46226688	46228392	TSAR.0195
chr17	46280170	46281228	TSAR.1544
chr17	46330648	46331840	TSAR.1146
chr17	46570103	46570328	TSAR.4223
chr17	46599445	46599894	TSAR.1157
chr17	46607684	46608772	TSAR.0478
chr17	46626207	46626997	TSAR.1145
chr17	46650171	46650449	TSAR.4160
chr17	46652082	46652701	TSAR.1269
chr17	46655467	46655989	TSAR.2118
chr17	46667399	46668124	TSAR.0685
chr17	46670381	46671516	TSAR.2730
chr17	46702995	46704165	TSAR.1369
chr17	46865162	46865388	TSAR.4147
chr17	47388645	47388883	TSAR.4766
chr17	47555580	47555961	TSAR.2487
chr17	47653177	47653853	TSAR.1140
chr17	48227676	48228035	TSAR.1141
chr17	48246428	48246643	TSAR.1512
chr17	48249011	48249192	TSAR.1239
chr17	48278748	48279210	TSAR.0562
chr17	48445262	48445695	TSAR.0937
chr17	48457668	48457865	TSAR.3229
chr17	48460527	48460619	TSAR.4194
chr17	48625348	48625529	TSAR.4340
chr17	48627342	48627482	TSAR.1522
chr17	48628857	48629042	TSAR.1444
chr17	48632850	48633028	TSAR.3989
chr17	48672289	48672628	TSAR.2624
chr17	48674064	48674290	TSAR.4336
chr17	48687142	48687418	TSAR.2141
chr17	48696985	48697268	TSAR.0376
chr17	48701256	48701442	TSAR.4111
chr17	48703375	48704281	TSAR.0481
chr17	48704335	48704761	TSAR.1641
chr17	48761301	48761471	TSAR.2657
chr17	48773099	48773532	TSAR.1410
chr17	48912320	48913106	TSAR.0335
chr17	49098508	49098729	TSAR.4696
chr17	49118853	49119035	TSAR.2586
chr17	49124514	49124944	TSAR.4290
chr17	49269936	49270400	TSAR.0112
chr17	49286209	49286870	TSAR.1639
chr17	49337007	49337551	TSAR.0590
chr17	49353224	49353369	TSAR.0950
chr17	49354451	49354682	TSAR.2922
chr17	49365387	49365570	TSAR.3643
chr17	51900949	51902023	TSAR.0848
chr17	53399277	53400128	TSAR.2261
chr17	53471201	53471907	TSAR.0241
chr17	54395052	54395456	TSAR.2195
chr17	54534214	54534353	TSAR.2431
chr17	54559091	54560145	TSAR.2103
chr17	54572723	54573522	TSAR.3463
chr17	54594783	54595164	TSAR.2822
chr17	54598628	54599167	TSAR.0485
chr17	54635300	54635760	TSAR.2371
chr17	54670325	54670724	TSAR.2236
chr17	54673219	54673524	TSAR.1305
chr17	54674145	54675019	TSAR.0356
chr17	54850041	54850190	TSAR.3914
chr17	54990740	54991038	TSAR.3288
chr17	55072855	55073000	TSAR.3408
chr17	55373400	55373965	TSAR.2078
chr17	55729439	55729669	TSAR.3647
chr17	55730943	55731497	TSAR.3375
chr17	55732861	55733651	TSAR.1220
chr17	55754918	55755238	TSAR.2488
chr17	56060051	56061127	TSAR.0973
chr17	56160894	56161064	TSAR.1903
chr17	56389250	56390086	TSAR.0139
chr17	56434785	56435301	TSAR.4029
chr17	56498250	56500004	TSAR.4407
chr17	56540137	56540725	TSAR.2519
chr17	56567802	56569238	TSAR.0790
chr17	56572280	56573170	TSAR.0553
chr17	56591113	56591331	TSAR.2583
chr17	56679751	56679970	TSAR.4374
chr17	57057325	57058630	TSAR.0199
chr17	57228809	57228936	TSAR.4133
chr17	57287379	57289221	TSAR.0036
chr17	57290086	57290971	TSAR.0184
chr17	57682781	57683062	TSAR.4472
chr17	57759629	57759798	TSAR.4756
chr17	57774782	57775350	TSAR.2895
chr17	58120980	58121537	TSAR.0319
chr17	58522627	58523145	TSAR.2223
chr17	58711206	58711352	TSAR.1559
chr17	58740358	58740916	TSAR.0549
chr17	59196328	59196582	TSAR.4179
chr17	59212625	59212806	TSAR.2612
chr17	59367450	59367713	TSAR.4687
chr17	59367889	59368148	TSAR.3427
chr17	59371719	59371961	TSAR.4652
chr17	59385517	59385695	TSAR.3440
chr17	59444110	59444885	TSAR.0332
chr17	59461074	59461195	TSAR.3883
chr17	60003705	60004026	TSAR.1403
chr17	60042351	60042875	TSAR.1909
chr17	60059544	60060478	TSAR.0318
chr17	60679180	60679549	TSAR.3174
chr17	60685381	60685560	TSAR.4577
chr17	61043464	61043579	TSAR.3875
chr17	61229184	61229494	TSAR.1750
chr17	61278084	61278325	TSAR.1558
chr17	61417459	61417705	TSAR.4390
chr17	61466661	61466908	TSAR.4173
chr17	61497291	61499872	TSAR.0326
chr17	61561197	61561340	TSAR.3356
chr17	61822850	61823942	TSAR.0412
chr17	61824150	61824323	TSAR.4573
chr17	61877346	61878022	TSAR.3118
chr17	61882291	61882540	TSAR.1618
chr17	61886158	61886343	TSAR.4428
chr17	61889271	61889576	TSAR.1344
chr17	62518821	62519026	TSAR.1991
chr17	62528953	62529140	TSAR.3106
chr17	62530699	62530858	TSAR.2671
chr17	63049610	63049859	TSAR.2506
chr17	63312122	63313126	TSAR.0431
chr17	63385146	63385566	TSAR.2761
chr17	63512002	63512602	TSAR.1202
chr17	64974642	64975009	TSAR.3676
chr17	65941691	65942546	TSAR.2592
chr17	66422125	66422321	TSAR.3627
chr17	67516401	67516534	TSAR.3863
chr17	68128223	68129485	TSAR.3770
chr17	68165591	68165868	TSAR.3004
chr17	68165925	68166158	TSAR.3635
chr17	68170948	68173357	TSAR.2928
chr17	68771126	68771437	TSAR.4418
chr17	69033387	69033795	TSAR.1877
chr17	70101086	70101385	TSAR.3465
chr17	71165512	71166570	TSAR.2074
chr17	72037950	72038415	TSAR.3487
chr17	72347998	72348281	TSAR.0125
chr17	72791650	72791778	TSAR.4609
chr17	72860591	72860693	TSAR.3573
chr17	73016579	73016754	TSAR.2898
chr17	73038616	73038762	TSAR.3649
chr17	73258572	73258774	TSAR.3529
chr17	73321963	73322181	TSAR.1776
chr17	73567026	73567206	TSAR.3527
chr17	73775831	73776216	TSAR.0281
chr17	73945292	73945444	TSAR.1086
chr17	73945793	73946004	TSAR.3815
chr17	74060042	74060257	TSAR.3054
chr17	74326541	74326806	TSAR.1192
chr17	74564990	74565064	TSAR.1274
chr17	74719845	74720143	TSAR.0756
chr17	74725762	74725885	TSAR.4234
chr17	74729588	74729780	TSAR.4083
chr17	75186882	75187037	TSAR.2695
chr18	18690772	18691811	TSAR.3268
chr18	18942834	18942966	TSAR.2729
chr18	19153268	19155061	TSAR.1987
chr18	19771336	19771613	TSAR.2085
chr18	20125010	20125066	TSAR.4041
chr18	20562176	20562361	TSAR.3020
chr18	21046087	21046245	TSAR.3554
chr18	21047304	21047506	TSAR.2340
chr18	21110348	21110581	TSAR.1418
chr18	21513739	21513905	TSAR.3272
chr18	21736163	21736498	TSAR.2054
chr18	21739036	21740051	TSAR.0443
chr18	21805000	21805329	TSAR.3149
chr18	22056694	22056809	TSAR.1242
chr18	22056868	22056955	TSAR.2206
chr18	22456992	22457325	TSAR.4246
chr18	22555819	22556589	TSAR.1662
chr18	22646790	22647276	TSAR.1122
chr18	22660961	22661714	TSAR.0396
chr18	22671541	22671875	TSAR.3762
chr18	22740511	22741104	TSAR.1268
chr18	22741228	22741493	TSAR.3808
chr18	22743807	22744105	TSAR.1123
chr18	23015353	23015640	TSAR.1409
chr18	23036359	23037406	TSAR.3451
chr18	23175305	23176074	TSAR.1945
chr18	23287318	23288233	TSAR.1681
chr18	23306205	23306649	TSAR.2867
chr18	23559127	23559847	TSAR.2011
chr18	23866060	23866476	TSAR.0537
chr18	24434515	24434853	TSAR.2380
chr18	24436038	24436472	TSAR.0794
chr18	24494977	24497163	TSAR.2725
chr18	25563956	25564657	TSAR.1615
chr18	25565381	25565738	TSAR.2780
chr18	25573442	25573785	TSAR.4144
chr18	27879326	27879377	TSAR.3085
chr18	28662885	28663036	TSAR.4023
chr18	29793067	29793260	TSAR.2648
chr18	29793361	29793574	TSAR.2807
chr18	30243145	30243644	TSAR.2028
chr18	32408937	32409189	TSAR.3200
chr18	32428915	32429222	TSAR.0678
chr18	32720255	32721050	TSAR.1890
chr18	34646819	34647127	TSAR.0891
chr18	34824565	34825599	TSAR.1113
chr18	34825823	34826251	TSAR.0611
chr18	34887204	34887548	TSAR.3475
chr18	34918998	34919274	TSAR.0934
chr18	34995544	34995929	TSAR.0386
chr18	35063475	35064575	TSAR.0119
chr18	35064793	35065127	TSAR.3613
chr18	35091722	35091955	TSAR.4632
chr18	35098147	35098463	TSAR.3010
chr18	35101483	35101691	TSAR.3843
chr18	35114059	35114254	TSAR.3412
chr18	35136556	35137168	TSAR.2754
chr18	35178202	35179083	TSAR.0038
chr18	35187184	35187606	TSAR.2387
chr18	35220207	35220585	TSAR.2158
chr18	35243809	35244083	TSAR.3602
chr18	35424218	35424663	TSAR.2354
chr18	35483729	35484146	TSAR.2647
chr18	35591066	35591647	TSAR.2194
chr18	35616339	35616848	TSAR.3492
chr18	35620754	35621328	TSAR.2142
chr18	35801321	35801837	TSAR.4796
chr18	35877687	35878215	TSAR.4040
chr18	36010066	36010600	TSAR.4597
chr18	36061560	36061995	TSAR.2578
chr18	36062604	36063894	TSAR.2094
chr18	36100612	36101316	TSAR.3964
chr18	36331988	36332242	TSAR.4296
chr18	36518272	36518725	TSAR.3590
chr18	36544631	36545306	TSAR.3550
chr18	36599527	36600544	TSAR.0912
chr18	36796272	36796797	TSAR.1634
chr18	37186443	37187184	TSAR.2328
chr18	37254850	37255547	TSAR.4207
chr18	37354503	37354708	TSAR.3907
chr18	37498701	37499504	TSAR.4654
chr18	37619998	37620328	TSAR.2324
chr18	37636144	37636549	TSAR.3769
chr18	37811972	37812603	TSAR.3488
chr18	37982393	37982810	TSAR.2221
chr18	38139219	38139793	TSAR.4716
chr18	38408437	38408833	TSAR.4768
chr18	38446755	38447364	TSAR.2732
chr18	38524209	38524726	TSAR.2253
chr18	38529071	38529481	TSAR.0312
chr18	38692962	38693413	TSAR.2753
chr18	38710957	38711307	TSAR.3910
chr18	38950713	38951483	TSAR.4712
chr18	38951627	38951852	TSAR.0840
chr18	39062764	39063393	TSAR.2536
chr18	39246953	39247732	TSAR.0671
chr18	39283988	39285303	TSAR.4210
chr18	39342027	39342400	TSAR.1912
chr18	39397668	39397987	TSAR.2117
chr18	39443492	39443712	TSAR.3291
chr18	39465890	39466724	TSAR.3064
chr18	39851871	39852444	TSAR.3574
chr18	41751124	41751743	TSAR.3051
chr18	42529828	42533312	TSAR.1283
chr18	42605668	42606027	TSAR.2720
chr18	42626915	42627714	TSAR.3049
chr18	42647030	42647913	TSAR.1208
chr18	42943057	42943703	TSAR.2432
chr18	43029758	43030461	TSAR.2694
chr18	43044614	43044927	TSAR.3940
chr18	43133891	43134743	TSAR.0398
chr18	43168952	43169803	TSAR.1461
chr18	43462224	43462486	TSAR.2109
chr18	43917209	43917823	TSAR.1821
chr18	44013117	44013470	TSAR.2994
chr18	44036471	44037290	TSAR.2661
chr18	44040048	44040321	TSAR.1901
chr18	44814323	44814374	TSAR.1706
chr18	44819913	44820583	TSAR.3173
chr18	44929626	44930158	TSAR.1396
chr18	44941068	44941559	TSAR.0277
chr18	44948894	44949168	TSAR.3100
chr18	44974638	44975150	TSAR.4424
chr18	45033167	45034042	TSAR.0902
chr18	45079466	45079933	TSAR.0264
chr18	45127917	45128530	TSAR.0533
chr18	45138864	45139336	TSAR.0429
chr18	45193204	45194182	TSAR.0825
chr18	45237402	45237847	TSAR.4221
chr18	45280381	45280596	TSAR.3888
chr18	45566267	45566989	TSAR.3304
chr18	46598109	46598654	TSAR.3771
chr18	53448979	53449091	TSAR.3589
chr18	53778905	53779342	TSAR.4596
chr18	54046798	54047074	TSAR.2821
chr18	54176338	54177223	TSAR.1016
chr18	54398611	54398837	TSAR.1295
chr18	56946904	56947168	TSAR.1659
chr18	58567093	58567751	TSAR.1574
chr18	58906301	58906840	TSAR.0708
chr18	59003690	59004426	TSAR.2584
chr18	59973048	59973909	TSAR.0642
chr18	59973973	59974352	TSAR.1227
chr19	1621119	1621195	TSAR.3313
chr19	8610527	8610626	TSAR.3858
chr19	10218636	10218815	TSAR.3614
chr19	10291446	10291563	TSAR.4066
chr19	10559750	10559832	TSAR.3847
chr19	10600309	10600535	TSAR.2810
chr19	10610063	10610826	TSAR.3188
chr19	10624719	10624967	TSAR.1683
chr19	10794863	10795632	TSAR.4640
chr19	11311574	11311734	TSAR.0909
chr19	11314865	11315013	TSAR.2734
chr19	11333404	11333584	TSAR.2415
chr19	11342718	11342987	TSAR.3476
chr19	11343872	11344049	TSAR.1195
chr19	11346286	11346488	TSAR.1629
chr19	11347456	11347557	TSAR.0145
chr19	11348311	11348459	TSAR.0755
chr19	11453508	11453790	TSAR.2600
chr19	11565619	11565756	TSAR.1390
chr19	11568865	11569105	TSAR.2697
chr19	12880691	12880898	TSAR.0653
chr19	16593486	16593603	TSAR.2248
chr19	16606549	16606671	TSAR.3311
chr19	17384913	17385002	TSAR.4140
chr19	17416971	17417190	TSAR.3446
chr19	17435488	17435826	TSAR.0716
chr19	17441156	17441316	TSAR.3457
chr19	17449951	17450084	TSAR.4118
chr19	18652676	18652808	TSAR.2759
chr19	19232560	19232634	TSAR.3297
chr19	30574381	30575323	TSAR.1489
chr19	30745641	30745911	TSAR.4473
chr19	30792500	30792807	TSAR.3047
chr19	30827666	30827865	TSAR.3624
chr19	30940339	30940921	TSAR.3817
chr19	31082895	31083155	TSAR.2449
chr19	31209139	31209842	TSAR.1196
chr19	31339471	31340221	TSAR.3443
chr19	31609223	31609544	TSAR.0654
chr19	31752659	31753965	TSAR.0666
chr19	31831462	31831670	TSAR.0746
chr19	31878891	31879003	TSAR.2548
chr19	32198064	32198574	TSAR.1215
chr19	32457565	32457920	TSAR.3795
chr19	32560557	32561118	TSAR.0725
chr19	33702126	33702236	TSAR.4674
chr19	33882191	33882391	TSAR.1819
chr19	34263008	34263974	TSAR.1679
chr19	34289048	34289335	TSAR.0237
chr19	34297759	34298116	TSAR.3097
chr19	34302148	34302465	TSAR.0121
chr19	34368819	34369353	TSAR.3665
chr19	34845657	34846489	TSAR.1453
chr19	34890433	34890541	TSAR.4394
chr19	36221233	36221368	TSAR.1445
chr19	36229180	36229791	TSAR.4229
chr19	38964014	38964417	TSAR.0234
chr19	38965937	38966092	TSAR.3411
chr19	38973922	38974170	TSAR.3252
chr19	39019235	39019344	TSAR.2305
chr19	39993450	39993659	TSAR.3431
chr19	39997668	39997991	TSAR.3955
chr19	42794381	42795636	TSAR.0615
chr19	48182569	48183725	TSAR.4079
chr19	48244134	48244692	TSAR.2386
chr2	16347739	16348270	TSAR.1373
chr2	16349848	16350509	TSAR.0496
chr2	16430079	16431159	TSAR.0635
chr2	16443917	16444160	TSAR.2752
chr2	18112131	18113757	TSAR.0504
chr2	18660859	18661684	TSAR.3823
chr2	18785307	18786063	TSAR.0313
chr2	18973000	18973421	TSAR.1684
chr2	19423705	19424099	TSAR.1391
chr2	19497469	19498286	TSAR.0814
chr2	19772530	19773064	TSAR.2318
chr2	21139795	21140573	TSAR.1394
chr2	21213429	21214170	TSAR.0894
chr2	21227946	21228764	TSAR.3477
chr2	21231298	21232220	TSAR.3692
chr2	21233877	21235555	TSAR.3343
chr2	22029765	22030220	TSAR.1211
chr2	22223865	22224395	TSAR.1793
chr2	23854088	23854416	TSAR.3039
chr2	23907225	23907531	TSAR.0295
chr2	23913547	23914015	TSAR.0763
chr2	23914231	23914757	TSAR.1603
chr2	24261654	24261898	TSAR.0464
chr2	24929348	24930763	TSAR.0028
chr2	24964650	24965058	TSAR.0906
chr2	25960381	25961040	TSAR.0622
chr2	25964897	25966736	TSAR.0417
chr2	27279461	27279679	TSAR.0662
chr2	27589595	27589822	TSAR.3298
chr2	27657582	27658984	TSAR.0628
chr2	27703905	27704136	TSAR.3644
chr2	27880206	27880615	TSAR.1291
chr2	29296124	29296645	TSAR.4398
chr2	30644897	30645257	TSAR.1856
chr2	32422772	32422911	TSAR.3116
chr2	32660457	32660945	TSAR.1654
chr2	32768296	32768617	TSAR.4452
chr2	33359785	33360060	TSAR.4719
chr2	33360769	33361085	TSAR.4439
chr2	33808702	33809978	TSAR.2105
chr2	37072435	37072685	TSAR.4037
chr2	37075710	37076770	TSAR.1210
chr2	37283537	37283796	TSAR.4050
chr2	37454681	37456205	TSAR.0035
chr2	37543339	37544043	TSAR.1356
chr2	37586712	37587077	TSAR.4127
chr2	38975165	38975300	TSAR.2609
chr2	38990984	38992609	TSAR.0638
chr2	39008633	39009039	TSAR.0706
chr2	39210952	39213541	TSAR.1313
chr2	39239216	39239497	TSAR.1130
chr2	42193486	42193848	TSAR.3059
chr2	42228757	42229235	TSAR.0091
chr2	42488316	42488535	TSAR.4267
chr2	42556812	42557023	TSAR.3908
chr2	42671073	42671898	TSAR.0552
chr2	42936006	42936283	TSAR.3167
chr2	43801466	43802177	TSAR.0673
chr2	43937606	43937717	TSAR.4098
chr2	43939357	43939528	TSAR.2270
chr2	43969825	43970067	TSAR.1024
chr2	44051352	44051614	TSAR.2582
chr2	44428318	44429231	TSAR.1693
chr2	44513155	44513329	TSAR.4791
chr2	44539714	44539898	TSAR.4519
chr2	44547293	44547522	TSAR.4710
